"id","confidence","support","class_suppport","var_length","levels_length","var_nbr_scaled","levels_nbr_scaled","cond","Ypred","var_used"
19,0.916666666666667,0.039344262295082,0.0641711229946524,4,4,0.666666666666667,0.666666666666667,"X[,4] %in% c('n') & X[,11] %in% c('n') & X[,13] %in% c('y') & X[,15] %in% c('n')","'democrat'","V4,V11,V13,V15"
20,1,0.0491803278688525,0.0802139037433155,4,4,0.666666666666667,0.666666666666667,"X[,4] %in% c('n') & X[,11] %in% c('y') & X[,13] %in% c('y') & X[,15] %in% c('n')","'democrat'","V4,V11,V13,V15"
21,1,0.0229508196721311,0.0593220338983051,4,4,0.666666666666667,0.666666666666667,"X[,4] %in% c('y') & X[,11] %in% c('n') & X[,12] %in% c('y') & X[,13] %in% c('n')","'republican'","V4,V11,V12,V13"
22,1,0.0426229508196721,0.110169491525424,5,5,0.833333333333333,0.833333333333333,"X[,4] %in% c('y') & X[,7] %in% c('y') & X[,11] %in% c('n') & X[,12] %in% c('y') & X[,13] %in% c('y')","'republican'","V4,V7,V11,V12,V13"
23,1,0.0786885245901639,0.203389830508475,6,6,1,1,"X[,2] %in% c('n') & X[,4] %in% c('y') & X[,7] %in% c('n') & X[,11] %in% c('n') & X[,12] %in% c('y') & X[,13] %in% c('y')","'republican'","V2,V4,V7,V11,V12,V13"
24,1,0.059016393442623,0.152542372881356,3,3,0.5,0.5,"X[,4] %in% c('y') & X[,7] %in% c('y') & X[,10] %in% c('y')","'republican'","V4,V7,V10"
25,0.978260869565217,0.150819672131148,0.389830508474576,5,5,0.833333333333333,0.833333333333333,"X[,4] %in% c('y') & X[,7] %in% c('n') & X[,8] %in% c('n') & X[,10] %in% c('y') & X[,15] %in% c('n')","'republican'","V4,V7,V8,V10,V15"
26,1,0.0262295081967213,0.0677966101694915,5,5,0.833333333333333,0.833333333333333,"X[,4] %in% c('y') & X[,7] %in% c('y') & X[,10] %in% c('n') & X[,12] %in% c('y') & X[,14] %in% c('y')","'republican'","V4,V7,V10,V12,V14"
27,1,0.249180327868852,0.406417112299465,2,2,0.333333333333333,0.333333333333333,"X[,2] %in% c('n') & X[,4] %in% c('n')","'democrat'","V2,V4"
28,1,0.19344262295082,0.315508021390374,3,3,0.5,0.5,"X[,1] %in% c('y') & X[,2] %in% c('y') & X[,4] %in% c('n')","'democrat'","V1,V2,V4"
29,0.888888888888889,0.0295081967213115,0.076271186440678,3,3,0.5,0.5,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,13] %in% c('n')","'republican'","V3,V4,V13"
30,0.9375,0.0524590163934426,0.135593220338983,3,3,0.5,0.5,"X[,3] %in% c('y') & X[,4] %in% c('y') & X[,11] %in% c('n')","'republican'","V3,V4,V11"
31,1,0.0885245901639344,0.144385026737968,4,4,0.666666666666667,0.666666666666667,"X[,1] %in% c('n') & X[,2] %in% c('y') & X[,4] %in% c('n') & X[,5] %in% c('n')","'democrat'","V1,V2,V4,V5"
32,1,0.124590163934426,0.322033898305085,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,10] %in% c('y') & X[,11] %in% c('n') & X[,13] %in% c('y')","'republican'","V3,V4,V10,V11,V13"
33,1,0.0295081967213115,0.076271186440678,6,6,1,1,"X[,2] %in% c('y') & X[,3] %in% c('n') & X[,4] %in% c('y') & X[,11] %in% c('y') & X[,12] %in% c('y') & X[,13] %in% c('y')","'republican'","V2,V3,V4,V11,V12,V13"
34,1,0.229508196721311,0.374331550802139,2,2,0.333333333333333,0.333333333333333,"X[,5] %in% c('n') & X[,10] %in% c('n')","'democrat'","V5,V10"
35,0.962962962962963,0.0885245901639344,0.144385026737968,4,4,0.666666666666667,0.666666666666667,"X[,1] %in% c('n') & X[,5] %in% c('n') & X[,10] %in% c('y') & X[,13] %in% c('n')","'democrat'","V1,V5,V10,V13"
36,1,0.039344262295082,0.0641711229946524,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,5] %in% c('y') & X[,7] %in% c('n') & X[,10] %in% c('n')","'democrat'","V3,V5,V7,V10"
37,0.933333333333333,0.0491803278688525,0.0802139037433155,6,6,1,1,"X[,1] %in% c('y') & X[,5] %in% c('n') & X[,6] %in% c('n') & X[,10] %in% c('y') & X[,13] %in% c('n') & X[,15] %in% c('y')","'democrat'","V1,V5,V6,V10,V13,V15"
38,1,0.0557377049180328,0.0909090909090909,2,2,0.333333333333333,0.333333333333333,"X[,3] %in% c('n') & X[,4] %in% c('n')","'democrat'","V3,V4"
39,0.777777777777778,0.0295081967213115,0.076271186440678,3,3,0.5,0.5,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,9] %in% c('y')","'republican'","V3,V4,V9"
40,0.987654320987654,0.265573770491803,0.686440677966102,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,9] %in% c('n') & X[,11] %in% c('n')","'republican'","V3,V4,V9,V11"
41,0.923076923076923,0.0426229508196721,0.110169491525424,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,9] %in% c('n') & X[,11] %in% c('y')","'republican'","V3,V4,V9,V11"
42,1,0.0918032786885246,0.149732620320856,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('y') & X[,4] %in% c('n') & X[,5] %in% c('n') & X[,13] %in% c('n') & X[,15] %in% c('n')","'democrat'","V3,V4,V5,V13,V15"
43,0.916666666666667,0.039344262295082,0.0641711229946524,2,2,0.333333333333333,0.333333333333333,"X[,3] %in% c('n') & X[,5] %in% c('n')","'democrat'","V3,V5"
44,1,0.147540983606557,0.240641711229947,3,3,0.5,0.5,"X[,3] %in% c('y') & X[,5] %in% c('n') & X[,6] %in% c('y')","'democrat'","V3,V5,V6"
45,0.785714285714286,0.0459016393442623,0.11864406779661,4,4,0.666666666666667,0.666666666666667,"X[,5] %in% c('y') & X[,7] %in% c('y') & X[,9] %in% c('n') & X[,12] %in% c('y')","'republican'","V5,V7,V9,V12"
46,1,0.019672131147541,0.0508474576271186,4,4,0.666666666666667,0.666666666666667,"X[,2] %in% c('n') & X[,5] %in% c('y') & X[,9] %in% c('y') & X[,12] %in% c('y')","'republican'","V2,V5,V9,V12"
47,1,0.180327868852459,0.294117647058824,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('y') & X[,5] %in% c('n') & X[,6] %in% c('n') & X[,11] %in% c('n') & X[,14] %in% c('n')","'democrat'","V3,V5,V6,V11,V14"
48,0.857142857142857,0.0459016393442623,0.11864406779661,5,5,0.833333333333333,0.833333333333333,"X[,5] %in% c('y') & X[,9] %in% c('n') & X[,11] %in% c('n') & X[,12] %in% c('n') & X[,13] %in% c('y')","'republican'","V5,V9,V11,V12,V13"
49,1,0.0327868852459016,0.053475935828877,5,5,0.833333333333333,0.833333333333333,"X[,5] %in% c('y') & X[,11] %in% c('y') & X[,12] %in% c('n') & X[,13] %in% c('y') & X[,16] %in% c('y')","'democrat'","V5,V11,V12,V13,V16"
50,0.9375,0.262295081967213,0.677966101694915,5,5,0.833333333333333,0.833333333333333,"X[,4] %in% c('y') & X[,5] %in% c('y') & X[,7] %in% c('n') & X[,9] %in% c('n') & X[,12] %in% c('y')","'republican'","V4,V5,V7,V9,V12"
51,1,0.344262295081967,0.561497326203208,3,3,0.5,0.5,"X[,4] %in% c('n') & X[,12] %in% c('n') & X[,15] %in% c('y')","'democrat'","V4,V12,V15"
52,0.866666666666667,0.0491803278688525,0.127118644067797,4,4,0.666666666666667,0.666666666666667,"X[,4] %in% c('y') & X[,8] %in% c('n') & X[,12] %in% c('n') & X[,15] %in% c('n')","'republican'","V4,V8,V12,V15"
53,0.833333333333333,0.019672131147541,0.0508474576271186,4,4,0.666666666666667,0.666666666666667,"X[,4] %in% c('y') & X[,8] %in% c('y') & X[,12] %in% c('n') & X[,15] %in% c('n')","'republican'","V4,V8,V12,V15"
54,1,0.0262295081967213,0.0677966101694915,4,4,0.666666666666667,0.666666666666667,"X[,2] %in% c('n') & X[,5] %in% c('y') & X[,12] %in% c('y') & X[,13] %in% c('n')","'republican'","V2,V5,V12,V13"
55,0.9875,0.262295081967213,0.677966101694915,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,12] %in% c('y') & X[,13] %in% c('y')","'republican'","V3,V4,V12,V13"
56,1,0.101639344262295,0.165775401069519,5,5,0.833333333333333,0.833333333333333,"X[,4] %in% c('n') & X[,8] %in% c('y') & X[,12] %in% c('n') & X[,13] %in% c('n') & X[,15] %in% c('n')","'democrat'","V4,V8,V12,V13,V15"
57,0.8,0.0491803278688525,0.127118644067797,3,3,0.5,0.5,"X[,3] %in% c('n') & X[,7] %in% c('y') & X[,12] %in% c('y')","'republican'","V3,V7,V12"
58,0.933333333333333,0.0491803278688525,0.0802139037433155,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,5] %in% c('y') & X[,7] %in% c('n') & X[,12] %in% c('n')","'democrat'","V3,V5,V7,V12"
59,0.909090909090909,0.0360655737704918,0.0932203389830508,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,6] %in% c('y') & X[,7] %in% c('n') & X[,11] %in% c('y')","'republican'","V3,V4,V6,V7,V11"
60,1,0.114754098360656,0.296610169491525,6,6,1,1,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,6] %in% c('y') & X[,7] %in% c('n') & X[,10] %in% c('y') & X[,11] %in% c('n')","'republican'","V3,V4,V6,V7,V10,V11"
61,1,0.413114754098361,0.67379679144385,2,2,0.333333333333333,0.333333333333333,"X[,4] %in% c('n') & X[,13] %in% c('n')","'democrat'","V4,V13"
62,1,0.0950819672131148,0.155080213903743,3,3,0.5,0.5,"X[,4] %in% c('n') & X[,5] %in% c('n') & X[,13] %in% c('y')","'democrat'","V4,V5,V13"
63,1,0.154098360655738,0.398305084745763,3,3,0.5,0.5,"X[,2] %in% c('n') & X[,4] %in% c('y') & X[,11] %in% c('n')","'republican'","V2,V4,V11"
64,1,0.0491803278688525,0.0802139037433155,4,4,0.666666666666667,0.666666666666667,"X[,4] %in% c('n') & X[,5] %in% c('y') & X[,9] %in% c('n') & X[,13] %in% c('y')","'democrat'","V4,V5,V9,V13"
65,1,0.0688524590163934,0.177966101694915,4,4,0.666666666666667,0.666666666666667,"X[,2] %in% c('y') & X[,4] %in% c('y') & X[,11] %in% c('n') & X[,16] %in% c('n')","'republican'","V2,V4,V11,V16"
66,0.875,0.0262295081967213,0.0677966101694915,5,5,0.833333333333333,0.833333333333333,"X[,2] %in% c('y') & X[,3] %in% c('y') & X[,4] %in% c('y') & X[,11] %in% c('n') & X[,16] %in% c('y')","'republican'","V2,V3,V4,V11,V16"
67,1,0.0360655737704918,0.0932203389830508,6,6,1,1,"X[,2] %in% c('y') & X[,3] %in% c('n') & X[,4] %in% c('y') & X[,10] %in% c('y') & X[,11] %in% c('n') & X[,16] %in% c('y')","'republican'","V2,V3,V4,V10,V11,V16"
68,1,0.465573770491803,0.759358288770053,2,2,0.333333333333333,0.333333333333333,"X[,4] %in% c('n') & X[,5] %in% c('n')","'democrat'","V4,V5"
69,1,0.0688524590163934,0.112299465240642,3,3,0.5,0.5,"X[,4] %in% c('n') & X[,5] %in% c('y') & X[,9] %in% c('n')","'democrat'","V4,V5,V9"
70,1,0.0229508196721311,0.0593220338983051,3,3,0.5,0.5,"X[,2] %in% c('n') & X[,4] %in% c('y') & X[,15] %in% c('y')","'republican'","V2,V4,V15"
71,0.857142857142857,0.0459016393442623,0.11864406779661,4,4,0.666666666666667,0.666666666666667,"X[,4] %in% c('y') & X[,9] %in% c('y') & X[,15] %in% c('n') & X[,16] %in% c('y')","'republican'","V4,V9,V15,V16"
72,0.888888888888889,0.0295081967213115,0.076271186440678,5,5,0.833333333333333,0.833333333333333,"X[,4] %in% c('y') & X[,9] %in% c('n') & X[,11] %in% c('y') & X[,15] %in% c('n') & X[,16] %in% c('y')","'republican'","V4,V9,V11,V15,V16"
73,1,0.140983606557377,0.364406779661017,6,6,1,1,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,9] %in% c('n') & X[,11] %in% c('n') & X[,15] %in% c('n') & X[,16] %in% c('y')","'republican'","V3,V4,V9,V11,V15,V16"
74,0.833333333333333,0.019672131147541,0.0508474576271186,6,6,1,1,"X[,3] %in% c('y') & X[,4] %in% c('y') & X[,9] %in% c('n') & X[,11] %in% c('n') & X[,15] %in% c('n') & X[,16] %in% c('y')","'republican'","V3,V4,V9,V11,V15,V16"
75,1,0.439344262295082,0.716577540106952,3,3,0.5,0.5,"X[,4] %in% c('n') & X[,5] %in% c('n') & X[,9] %in% c('y')","'democrat'","V4,V5,V9"
76,0.936170212765957,0.154098360655738,0.398305084745763,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('n') & X[,9] %in% c('n') & X[,11] %in% c('n') & X[,16] %in% c('y')","'republican'","V3,V9,V11,V16"
77,0.9,0.0327868852459016,0.053475935828877,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,8] %in% c('y') & X[,9] %in% c('n') & X[,11] %in% c('y')","'democrat'","V3,V8,V9,V11"
78,0.909090909090909,0.0360655737704918,0.0932203389830508,5,5,0.833333333333333,0.833333333333333,"X[,1] %in% c('n') & X[,3] %in% c('n') & X[,9] %in% c('n') & X[,11] %in% c('y') & X[,13] %in% c('y')","'republican'","V1,V3,V9,V11,V13"
79,1,0.337704918032787,0.550802139037433,2,2,0.333333333333333,0.333333333333333,"X[,1] %in% c('y') & X[,4] %in% c('n')","'democrat'","V1,V4"
80,1,0.0524590163934426,0.0855614973262032,3,3,0.5,0.5,"X[,1] %in% c('n') & X[,4] %in% c('n') & X[,9] %in% c('n')","'democrat'","V1,V4,V9"
81,1,0.118032786885246,0.305084745762712,3,3,0.5,0.5,"X[,4] %in% c('y') & X[,11] %in% c('n') & X[,16] %in% c('n')","'republican'","V4,V11,V16"
82,1,0.108196721311475,0.176470588235294,4,4,0.666666666666667,0.666666666666667,"X[,1] %in% c('n') & X[,4] %in% c('n') & X[,9] %in% c('y') & X[,14] %in% c('n')","'democrat'","V1,V4,V9,V14"
83,1,0.163934426229508,0.423728813559322,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,11] %in% c('n') & X[,15] %in% c('n') & X[,16] %in% c('y')","'republican'","V3,V4,V11,V15,V16"
84,1,0.019672131147541,0.0508474576271186,5,5,0.833333333333333,0.833333333333333,"X[,2] %in% c('n') & X[,4] %in% c('y') & X[,11] %in% c('n') & X[,15] %in% c('y') & X[,16] %in% c('y')","'republican'","V2,V4,V11,V15,V16"
85,1,0.0360655737704918,0.0588235294117647,6,6,1,1,"X[,1] %in% c('n') & X[,4] %in% c('n') & X[,7] %in% c('y') & X[,9] %in% c('y') & X[,14] %in% c('y') & X[,15] %in% c('y')","'democrat'","V1,V4,V7,V9,V14,V15"
86,0.833333333333333,0.019672131147541,0.0508474576271186,6,6,1,1,"X[,3] %in% c('y') & X[,4] %in% c('y') & X[,11] %in% c('n') & X[,12] %in% c('y') & X[,15] %in% c('n') & X[,16] %in% c('y')","'republican'","V3,V4,V11,V12,V15,V16"
87,0.909090909090909,0.0360655737704918,0.0588235294117647,3,3,0.5,0.5,"X[,3] %in% c('n') & X[,5] %in% c('n') & X[,12] %in% c('n')","'democrat'","V3,V5,V12"
88,1,0.0524590163934426,0.0855614973262032,3,3,0.5,0.5,"X[,4] %in% c('n') & X[,12] %in% c('y') & X[,14] %in% c('y')","'democrat'","V4,V12,V14"
89,1,0.0229508196721311,0.0593220338983051,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('n') & X[,5] %in% c('y') & X[,10] %in% c('y') & X[,12] %in% c('n')","'republican'","V3,V5,V10,V12"
90,0.956521739130435,0.0754098360655738,0.122994652406417,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,11] %in% c('y') & X[,12] %in% c('n') & X[,14] %in% c('y')","'democrat'","V3,V11,V12,V14"
91,0.988372093023256,0.281967213114754,0.728813559322034,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,12] %in% c('y') & X[,14] %in% c('y')","'republican'","V3,V4,V12,V14"
92,0.96,0.163934426229508,0.267379679144385,3,3,0.5,0.5,"X[,5] %in% c('n') & X[,10] %in% c('y') & X[,15] %in% c('y')","'democrat'","V5,V10,V15"
93,1,0.0459016393442623,0.0748663101604278,3,3,0.5,0.5,"X[,4] %in% c('n') & X[,5] %in% c('y') & X[,15] %in% c('y')","'democrat'","V4,V5,V15"
94,1,0.0524590163934426,0.0855614973262032,4,4,0.666666666666667,0.666666666666667,"X[,5] %in% c('n') & X[,6] %in% c('y') & X[,10] %in% c('y') & X[,15] %in% c('n')","'democrat'","V5,V6,V10,V15"
95,1,0.039344262295082,0.0641711229946524,4,4,0.666666666666667,0.666666666666667,"X[,4] %in% c('n') & X[,5] %in% c('y') & X[,10] %in% c('n') & X[,15] %in% c('n')","'democrat'","V4,V5,V10,V15"
96,0.909090909090909,0.0360655737704918,0.0588235294117647,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('y') & X[,5] %in% c('n') & X[,6] %in% c('n') & X[,10] %in% c('y') & X[,15] %in% c('n')","'democrat'","V3,V5,V6,V10,V15"
97,1,0.0327868852459016,0.0847457627118644,5,5,0.833333333333333,0.833333333333333,"X[,4] %in% c('y') & X[,5] %in% c('y') & X[,9] %in% c('y') & X[,11] %in% c('n') & X[,15] %in% c('n')","'republican'","V4,V5,V9,V11,V15"
98,1,0.0983606557377049,0.254237288135593,6,6,1,1,"X[,4] %in% c('y') & X[,5] %in% c('y') & X[,9] %in% c('n') & X[,10] %in% c('y') & X[,15] %in% c('n') & X[,16] %in% c('y')","'republican'","V4,V5,V9,V10,V15,V16"
99,1,0.360655737704918,0.588235294117647,2,2,0.333333333333333,0.333333333333333,"X[,5] %in% c('n') & X[,14] %in% c('n')","'democrat'","V5,V14"
100,1,0.0754098360655738,0.122994652406417,3,3,0.5,0.5,"X[,5] %in% c('n') & X[,6] %in% c('y') & X[,14] %in% c('y')","'democrat'","V5,V6,V14"
101,0.95,0.0655737704918033,0.106951871657754,3,3,0.5,0.5,"X[,5] %in% c('y') & X[,11] %in% c('y') & X[,12] %in% c('n')","'democrat'","V5,V11,V12"
102,1,0.0295081967213115,0.076271186440678,6,6,1,1,"X[,5] %in% c('y') & X[,9] %in% c('n') & X[,11] %in% c('n') & X[,13] %in% c('n') & X[,14] %in% c('y') & X[,16] %in% c('y')","'republican'","V5,V9,V11,V13,V14,V16"
103,1,0.108196721311475,0.176470588235294,3,3,0.5,0.5,"X[,4] %in% c('n') & X[,5] %in% c('n') & X[,14] %in% c('y')","'democrat'","V4,V5,V14"
104,1,0.0721311475409836,0.186440677966102,5,5,0.833333333333333,0.833333333333333,"X[,4] %in% c('y') & X[,5] %in% c('y') & X[,7] %in% c('y') & X[,11] %in% c('n') & X[,14] %in% c('y')","'republican'","V4,V5,V7,V11,V14"
105,1,0.134426229508197,0.347457627118644,6,6,1,1,"X[,4] %in% c('y') & X[,5] %in% c('y') & X[,7] %in% c('n') & X[,10] %in% c('y') & X[,11] %in% c('n') & X[,14] %in% c('y')","'republican'","V4,V5,V7,V10,V11,V14"
106,1,0.413114754098361,0.67379679144385,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,4] %in% c('n') & X[,5] %in% c('n') & X[,7] %in% c('y')","'democrat'","V3,V4,V5,V7"
107,1,0.144262295081967,0.372881355932203,4,4,0.666666666666667,0.666666666666667,"X[,1] %in% c('n') & X[,3] %in% c('n') & X[,5] %in% c('y') & X[,10] %in% c('y')","'republican'","V1,V3,V5,V10"
108,1,0.039344262295082,0.0641711229946524,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,4] %in% c('n') & X[,5] %in% c('y') & X[,15] %in% c('y')","'democrat'","V3,V4,V5,V15"
109,0.904761904761905,0.137704918032787,0.355932203389831,5,5,0.833333333333333,0.833333333333333,"X[,1] %in% c('n') & X[,3] %in% c('n') & X[,5] %in% c('y') & X[,10] %in% c('n') & X[,11] %in% c('n')","'republican'","V1,V3,V5,V10,V11"
110,1,0.0360655737704918,0.0588235294117647,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('y') & X[,4] %in% c('n') & X[,5] %in% c('y') & X[,11] %in% c('y') & X[,15] %in% c('n')","'democrat'","V3,V4,V5,V11,V15"
111,0.857142857142857,0.0229508196721311,0.0593220338983051,6,6,1,1,"X[,3] %in% c('y') & X[,4] %in% c('y') & X[,5] %in% c('y') & X[,8] %in% c('n') & X[,11] %in% c('n') & X[,13] %in% c('y')","'republican'","V3,V4,V5,V8,V11,V13"
112,0.977777777777778,0.147540983606557,0.240641711229947,3,3,0.5,0.5,"X[,3] %in% c('y') & X[,4] %in% c('n') & X[,14] %in% c('y')","'democrat'","V3,V4,V14"
113,1,0.0327868852459016,0.0847457627118644,4,4,0.666666666666667,0.666666666666667,"X[,2] %in% c('n') & X[,3] %in% c('y') & X[,4] %in% c('y') & X[,14] %in% c('y')","'republican'","V2,V3,V4,V14"
114,1,0.0459016393442623,0.11864406779661,6,6,1,1,"X[,2] %in% c('n') & X[,3] %in% c('n') & X[,7] %in% c('n') & X[,10] %in% c('n') & X[,11] %in% c('n') & X[,14] %in% c('y')","'republican'","V2,V3,V7,V10,V11,V14"
115,1,0.0360655737704918,0.0932203389830508,6,6,1,1,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,6] %in% c('y') & X[,7] %in% c('y') & X[,13] %in% c('y') & X[,14] %in% c('y')","'republican'","V3,V4,V6,V7,V13,V14"
116,0.933333333333333,0.0491803278688525,0.127118644067797,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('n') & X[,5] %in% c('y') & X[,7] %in% c('y') & X[,13] %in% c('y')","'republican'","V3,V5,V7,V13"
117,0.857142857142857,0.0229508196721311,0.0593220338983051,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,8] %in% c('n') & X[,11] %in% c('n') & X[,15] %in% c('n')","'republican'","V3,V8,V11,V15"
118,1,0.236065573770492,0.610169491525424,5,5,0.833333333333333,0.833333333333333,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,7] %in% c('n') & X[,11] %in% c('n') & X[,15] %in% c('n')","'republican'","V3,V4,V7,V11,V15"
119,1,0.0655737704918033,0.106951871657754,6,6,1,1,"X[,3] %in% c('y') & X[,5] %in% c('n') & X[,6] %in% c('n') & X[,8] %in% c('y') & X[,14] %in% c('n') & X[,15] %in% c('n')","'democrat'","V3,V5,V6,V8,V14,V15"
120,1,0.19344262295082,0.315508021390374,6,6,1,1,"X[,3] %in% c('y') & X[,5] %in% c('n') & X[,6] %in% c('n') & X[,8] %in% c('y') & X[,14] %in% c('n') & X[,15] %in% c('y')","'democrat'","V3,V5,V6,V8,V14,V15"
121,1,0.163934426229508,0.423728813559322,3,3,0.5,0.5,"X[,3] %in% c('n') & X[,4] %in% c('y') & X[,10] %in% c('y')","'republican'","V3,V4,V10"
122,1,0.0426229508196721,0.0695187165775401,3,3,0.5,0.5,"X[,3] %in% c('y') & X[,9] %in% c('n') & X[,14] %in% c('n')","'democrat'","V3,V9,V14"
123,0.8,0.0327868852459016,0.0847457627118644,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,9] %in% c('n') & X[,11] %in% c('n') & X[,14] %in% c('y')","'republican'","V3,V9,V11,V14"
124,1,0.20983606557377,0.342245989304813,4,4,0.666666666666667,0.666666666666667,"X[,3] %in% c('y') & X[,5] %in% c('n') & X[,9] %in% c('y') & X[,10] %in% c('n')","'democrat'","V3,V5,V9,V10"
